iata_code,type,name,latitude_deg,longitude_deg,elevation_ft,iso_country,municipality,scheduled_service,local_code,country
VFA,medium_airport,Victoria Falls International Airport,-18.0958995819092,25.8390007019043,3490,ZW,Victoria Falls,yes,,Zimbabwe
HRE,large_airport,Robert Gabriel Mugabe International Airport,-17.931801,31.0928,4887,ZW,Harare,yes,,Zimbabwe
KAB,medium_airport,Kariba International Airport,-16.5198001861572,28.8850002288818,1706,ZW,Kariba,no,,Zimbabwe
MVZ,medium_airport,Masvingo International Airport,-20.0552997589111,30.8591003417969,3595,ZW,Masvingo,no,,Zimbabwe
GWE,medium_airport,Thornhill Air Base,-19.4363994598389,29.8619003295898,4680,ZW,Gweru,no,,Zimbabwe
HWN,medium_airport,Hwange National Park Airport,-18.6298999786377,27.0209999084473,3543,ZW,Hwange,no,,Zimbabwe
BLZ,medium_airport,Chileka International Airport,-15.6791000366211,34.9739990234375,2555,MW,Blantyre,yes,,Malawi
DWA,medium_airport,Dwangwa Airport,-12.5183,34.131901,1605,MW,Dwangwa,no,,Malawi
KGJ,medium_airport,Karonga Airport,-9.95357036590576,33.8930015563965,1765,MW,Karonga,no,,Malawi
LLW,medium_airport,Lilongwe International Airport,-13.7894001007,33.78099823,4035,MW,Lilongwe,yes,,Malawi
MAI,medium_airport,Mangochi Airport,-14.4829998016357,35.2669982910156,1580,MW,Mangochi,no,,Malawi
ZZU,medium_airport,Mzuzu Airport,-11.4447002410889,34.0117988586426,4115,MW,Mzuzu,yes,,Malawi
MSU,medium_airport,Moshoeshoe I International Airport,-29.4622993469238,27.5524997711182,5348,LS,Maseru,yes,,Lesotho
ADI,medium_airport,Arandis Airport,-22.4622001647949,14.9799995422363,1905,,Arandis,no,,Namibia
GFY,medium_airport,Grootfontein Airport,-19.6021995544434,18.1226997375488,4636,,Grootfontein,no,,Namibia
KMP,medium_airport,Keetmanshoop Airport,-26.5398006439209,18.111400604248,3506,,Keetmanshoop,no,,Namibia
LUD,medium_airport,Luderitz Airport,-26.6874008178711,15.2428998947144,457,,Luderitz,yes,,Namibia
OND,medium_airport,Ondangwa Airport,-17.878201,15.9526,3599,,Ondangwa,yes,,Namibia
OMD,medium_airport,Oranjemund Airport,-28.5847,16.446699,14,,Oranjemund,yes,,Namibia
NDU,medium_airport,Rundu Airport,-17.956499099731,19.719400405884,3627,,Rundu,yes,,Namibia
TSB,medium_airport,Tsumeb Airport,-19.26189994812,17.732500076294,4353,,Tsumeb,no,,Namibia
WVB,medium_airport,Walvis Bay Airport,-22.9799,14.6453,299,,Walvis Bay,yes,,Namibia
ERS,medium_airport,Eros Airport,-22.6121997833252,17.0804004669189,5575,,Windhoek,yes,,Namibia
WDH,large_airport,Hosea Kutako International Airport,-22.4799,17.4709,5640,,Windhoek,yes,,Namibia
FIH,large_airport,Ndjili International Airport,-4.38575,15.4446,1027,CD,Kinshasa,yes,,Congo (Kinshasa)
NLO,medium_airport,Ndolo Airport,-4.32666015625,15.327500343323,915,CD,N'dolo,no,,Congo (Kinshasa)
FDU,medium_airport,Bandundu Airport,-3.31132,17.381701,1063,CD,Bandundu,yes,,Congo (Kinshasa)
KKW,medium_airport,Kikwit Airport,-5.03577,18.785601,1572,CD,Kikwit,yes,,Congo (Kinshasa)
MDK,medium_airport,Mbandaka Airport,0.0226000007242,18.2887001038,1040,CD,Mbandaka,yes,,Congo (Kinshasa)
BDT,medium_airport,Gbadolite Airport,4.25321,20.9753,1509,CD,Gbadolite,yes,,Congo (Kinshasa)
GMA,medium_airport,Gemena Airport,3.23536992073,19.7712993622,1378,CD,Gemena,yes,,Congo (Kinshasa)
LIQ,medium_airport,Lisala Airport,2.17066,21.496901,1509,CD,,no,,Congo (Kinshasa)
FKI,medium_airport,Bangoka International Airport,0.481638997793,25.3379993439,1417,CD,Kisangani,yes,,Congo (Kinshasa)
IRP,medium_airport,Matari Airport,2.82761001586914,27.588300704956,2438,CD,,yes,,Congo (Kinshasa)
BUX,medium_airport,Bunia Airport,1.56571996212006,30.2208003997803,4045,CD,,yes,,Congo (Kinshasa)
BZU,medium_airport,Buta Zega Airport,2.81835007667542,24.7936992645264,1378,CD,,no,,Congo (Kinshasa)
BKY,medium_airport,Bukavu Kavumu Airport,-2.30897998809814,28.8087997436523,5643,CD,,no,,Congo (Kinshasa)
GOM,medium_airport,Goma International Airport,-1.67080998420715,29.2385005950928,5089,CD,Goma,yes,,Congo (Kinshasa)
KND,medium_airport,Kindu Airport,-2.91917991638,25.9153995514,1630,CD,Kindu,yes,,Congo (Kinshasa)
FBM,medium_airport,Lubumbashi International Airport,-11.5913000107,27.5308990479,4295,CD,Lubumbashi,yes,,Congo (Kinshasa)
KWZ,medium_airport,Kolwezi Airport,-10.7658996582031,25.5056991577148,5007,CD,,yes,,Congo (Kinshasa)
FMI,medium_airport,Kalemie Airport,-5.87555980682373,29.25,2569,CD,,yes,,Congo (Kinshasa)
KMN,medium_airport,Kamina Base Airport,-8.6420202255249,25.2528991699219,3543,CD,,no,,Congo (Kinshasa)
KGA,medium_airport,Kananga Airport,-5.90005016327,22.4692001343,2139,CD,Kananga,yes,,Congo (Kinshasa)
MJM,medium_airport,Mbuji Mayi Airport,-6.12124013901,23.5690002441,2221,CD,Mbuji Mayi,yes,,Congo (Kinshasa)
BKO,large_airport,Modibo Keita International Airport,12.5335,-7.94994,1247,ML,Bamako,yes,,Mali
GAQ,medium_airport,Gao Airport,16.2483997344971,-0.0054560001008212,870,ML,,yes,,Mali
KYS,medium_airport,Kayes Dag Dag Airport,14.4812002182007,-11.4043998718262,164,ML,,yes,,Mali
MZI,medium_airport,Mopti Airport,14.5128002167,-4.07955980301,906,ML,,yes,,Mali
TOM,medium_airport,Timbuktu Airport,16.7304992675781,-3.00758004188538,863,ML,Timbuktu,yes,,Mali
BJL,medium_airport,Banjul International Airport,13.3380002975464,-16.6522006988525,95,GM,Banjul,yes,,Gambia
FUE,large_airport,Fuerteventura Airport,28.4527,-13.8638,85,ES,Fuerteventura Island,yes,,Spain
VDE,medium_airport,Hierro Airport,27.8148002624512,-17.8871002197266,103,ES,El Hierro Island,yes,,Spain
SPC,medium_airport,La Palma Airport,28.626499,-17.7556,107,ES,"Sta Cruz de la Palma, La Palma Island",yes,,Spain
LPA,large_airport,Gran Canaria Airport,27.9319000244141,-15.3865995407104,78,ES,Gran Canaria Island,yes,,Spain
ACE,large_airport,Lanzarote Airport,28.945499,-13.6052,46,ES,Lanzarote Island,yes,,Spain
TFS,large_airport,Tenerife South Airport,28.0445,-16.5725,209,ES,Tenerife,yes,,Spain
TFN,large_airport,Tenerife Norte Airport,28.4827,-16.341499,2076,ES,Tenerife,yes,,Spain
MLN,medium_airport,Melilla Airport,35.279800415,-2.9562599659,156,ES,Melilla,yes,,Spain
ABC,medium_airport,Albacete Airport / Los Llanos Air Base,38.948502,-1.86352,2302,ES,Albacete,no,,Spain
ALC,large_airport,Alicante International Airport,38.2821998596191,-0.55815601348877,142,ES,Alicante,yes,,Spain
LEI,medium_airport,Almería International Airport,36.8438987731934,-2.3701000213623,70,ES,Almería,yes,,Spain
OVD,medium_airport,Asturias Airport,43.5635986328125,-6.03461980819702,416,ES,Ranón,yes,,Spain
ODB,medium_airport,Córdoba Airport,37.8419990539551,-4.84887981414795,297,ES,Córdoba,no,,Spain
BIO,medium_airport,Bilbao Airport,43.3011016845703,-2.91060996055603,138,ES,Bilbao,yes,,Spain
RGS,medium_airport,Burgos Airport,42.357601,-3.62076,2945,ES,Burgos,yes,,Spain
BCN,large_airport,Barcelona International Airport,41.2971,2.07846,12,ES,Barcelona,yes,,Spain
BJZ,medium_airport,Badajoz Airport,38.891300201416,-6.82133007049561,609,ES,Badajoz,yes,,Spain
CDT,medium_airport,Castellón-Costa Azahar Airport,40.213889,0.073333,1182,ES,Castellón de la Plana,yes,,Spain
LCG,medium_airport,A Coruña Airport,43.302101,-8.37726,326,ES,Culleredo,yes,,Spain
ECV,medium_airport,Madrid-Cuatro Vientos Airport,40.370701,-3.78514,2269,ES,Madrid,no,,Spain
ILD,medium_airport,Lleida-Alguaire Airport,41.728185,0.535023,1152,ES,Lleida,yes,,Spain
GRO,medium_airport,Girona Airport,41.901000977,2.7605500221,468,ES,Girona,yes,,Spain
GRX,medium_airport,Federico Garcia Lorca Airport,37.1887016296387,-3.77735996246338,1860,ES,Granada,yes,,Spain
IBZ,large_airport,Ibiza Airport,38.872898,1.37312,24,ES,Ibiza,yes,,Spain
XRY,medium_airport,Jerez Airport,36.744598,-6.06011,93,ES,Jerez de la Frontera,yes,,Spain
MJV,medium_airport,San Javier Airport,37.775002,-0.812389,11,ES,San Javier,no,,Spain
LEN,medium_airport,Leon Airport,42.589001,-5.65556,3006,ES,León,yes,,Spain
RJL,medium_airport,Logroño-Agoncillo Airport,42.460953,-2.322235,1161,ES,Logroño,no,,Spain
MAD,large_airport,Adolfo Suárez Madrid–Barajas Airport,40.471926,-3.56264,1998,ES,Madrid,yes,,Spain
AGP,large_airport,Málaga Airport,36.6749000549316,-4.49911022186279,53,ES,Málaga,yes,,Spain
MAH,medium_airport,Menorca Airport,39.8625984191895,4.21864986419678,302,ES,Menorca Island,yes,,Spain
OZP,medium_airport,Moron Air Base,37.1749000549316,-5.61594009399414,285,ES,Morón,no,,Spain
PMI,large_airport,Palma De Mallorca Airport,39.551700592,2.73881006241,27,ES,Palma De Mallorca,yes,,Spain
PNA,medium_airport,Pamplona Airport,42.7700004577637,-1.64632999897003,1504,ES,Pamplona,yes,,Spain
CQM,medium_airport,Ciudad Real International Airport,38.856479,-3.969944,,ES,Ciudad Real,no,,Spain
REU,medium_airport,Reus Air Base,41.1473999023437,1.16717004776001,233,ES,Reus,yes,,Spain
ROZ,medium_airport,Rota Naval Station Airport,36.645198822,-6.34946012497,86,ES,Rota,no,,Spain
SLM,medium_airport,Salamanca Airport,40.9520988464355,-5.50198984146118,2595,ES,Salamanca,yes,,Spain
EAS,medium_airport,San Sebastian Airport,43.3564987182617,-1.79060995578766,16,ES,Hondarribia,yes,,Spain
SCQ,large_airport,Santiago de Compostela Airport,42.8963012695313,-8.41514015197754,1213,ES,Santiago de Compostela,yes,,Spain
TEV,medium_airport,Teruel Airport,40.403,-1.2183,3380,ES,Teruel,no,,Spain
TOJ,medium_airport,Madrid–Torrejón Airport / Torrejón Air Base,40.487875,-3.456808,2026,ES,Madrid,no,,Spain
VLC,medium_airport,Valencia Airport,39.4893,-0.481625,240,ES,Valencia,yes,,Spain
VLL,medium_airport,Valladolid Airport,41.7061004639,-4.85194015503,2776,ES,Valladolid,yes,,Spain
VIT,medium_airport,Vitoria/Foronda Airport,42.8828010559082,-2.72446990013123,1682,ES,Alava,yes,,Spain
VGO,medium_airport,Vigo Airport,42.2318000793457,-8.62677001953125,856,ES,Vigo,yes,,Spain
SDR,medium_airport,Santander Airport,43.4271011352539,-3.82000994682312,16,ES,Santander,yes,,Spain
ZAZ,medium_airport,Zaragoza Air Base,41.6661987304687,-1.04155004024506,863,ES,Zaragoza,yes,,Spain
SVQ,medium_airport,Sevilla Airport,37.4179992675781,-5.8931097984314,112,ES,Sevilla,yes,,Spain
RMU,medium_airport,Región de Murcia International Airport,37.803,-1.125,644,ES,Corvera,yes,,Spain
BTE,medium_airport,Sherbro International Airport,7.53242015838623,-12.5188999176025,14,SL,Bonthe,yes,,Sierra Leone
KBS,medium_airport,Bo Airport,7.9443998336792,-11.7609996795654,328,SL,Bo,yes,,Sierra Leone
KEN,medium_airport,Kenema Airport,7.89129018783569,-11.1766004562378,485,SL,Kenema,yes,,Sierra Leone
FNA,large_airport,Lungi International Airport,8.61644,-13.1955,84,SL,Freetown (Lungi-Town),yes,,Sierra Leone
WYE,medium_airport,Yengema Airport,8.61046981811523,-11.0453996658325,1300,SL,Yengema,yes,,Sierra Leone
OXB,medium_airport,Osvaldo Vieira International Airport,11.8948001861572,-15.6536998748779,129,GW,Bissau,yes,,Guinea-Bissau
MLW,medium_airport,Spriggs Payne Airport,6.28906011581421,-10.7587003707886,25,LR,Monrovia,yes,,Liberia
ROB,large_airport,Roberts International Airport,6.23379,-10.3623,31,LR,Monrovia,yes,,Liberia
AGA,medium_airport,Al Massira Airport,30.322478,-9.412003,250,MA,Agadir (Temsia),yes,,Morocco
TTA,medium_airport,Tan Tan Airport,28.4482002258301,-11.1612997055054,653,MA,Tan Tan,yes,,Morocco
UAR,medium_airport,Bouarfa Airport,32.5143055556,-1.98305555556,3630,MA,Bouarfa,no,,Morocco
FEZ,medium_airport,Saïss Airport,33.9272994995,-4.97796010971,1900,MA,Fes,yes,,Morocco
ERH,medium_airport,Moulay Ali Cherif Airport,31.9475002289,-4.39833021164,3428,MA,Errachidia,yes,,Morocco
MEK,medium_airport,Bassatine Airport,33.8791007995605,-5.51512002944946,1890,MA,Meknes,no,,Morocco
OUD,medium_airport,Angads Airport,34.7872009277344,-1.92399001121521,1535,MA,Oujda,yes,,Morocco
RBA,medium_airport,Rabat-Salé Airport,34.051498,-6.75152,276,MA,Rabat,yes,,Morocco
CMN,large_airport,Mohammed V International Airport,33.3675003051758,-7.58997011184692,656,MA,Casablanca,yes,,Morocco
NDR,medium_airport,Nador International Airport,34.9888000488,-3.0282099247,574,MA,Nador,yes,,Morocco
RAK,medium_airport,Menara Airport,31.6068992615,-8.03629970551,1545,MA,Marrakech,yes,,Morocco
NNA,medium_airport,Kenitra Air Base,34.298901,-6.59588,16,MA,Kenitra,no,,Morocco
OZZ,medium_airport,Ouarzazate Airport,30.9391002655,-6.90943002701,3782,MA,Ouarzazate,yes,,Morocco
AHU,medium_airport,Cherif Al Idrissi Airport,35.1771011352539,-3.83951997756958,95,MA,Al Hoceima,yes,,Morocco
TTU,medium_airport,Saniat R'mel Airport,35.594299316406,-5.320020198822,10,MA,Tétouan,no,,Morocco
TNG,medium_airport,Tangier Ibn Battouta Airport,35.726898,-5.91689,62,MA,Tangier,yes,,Morocco
SMW,medium_airport,Smara Airport,26.731987,-11.683655,350,EH,Smara,yes,,Western Sahara
VIL,medium_airport,Dakhla Airport,23.7183,-15.932,36,EH,Dakhla,yes,,Western Sahara
EUN,medium_airport,Hassan I Airport,27.151699,-13.2192,207,EH,El Aaiún,yes,,Western Sahara
DSS,large_airport,Blaise Diagne International Airport,14.67,-17.073333,290,SN,Dakar,yes,,Senegal
ZIG,medium_airport,Ziguinchor Airport,12.5556,-16.281799,75,SN,Ziguinchor,yes,,Senegal
CSK,medium_airport,Cap Skirring Airport,12.39533,-16.748,52,SN,Cap Skirring,yes,,Senegal
KLC,medium_airport,Kaolack Airport,14.146900177002,-16.0513000488281,26,SN,Kaolack,no,,Senegal
MAX,medium_airport,Ouro Sogui Airport,15.5936,-13.3228,85,SN,Ouro Sogui,yes,,Senegal
XLS,medium_airport,Saint Louis Airport,16.049814,-16.461039,9,SN,Saint Louis,yes,,Senegal
BXE,medium_airport,Bakel Airport,14.8472995758057,-12.4682998657227,98,SN,Bakel,no,,Senegal
KGG,medium_airport,Kédougou Airport,12.5722999572754,-12.2202997207642,584,SN,Kédougou,no,,Senegal
TUD,medium_airport,Tambacounda Airport,13.7368001937866,-13.6531000137329,161,SN,Tambacounda,yes,,Senegal
NKC,large_airport,Nouakchott–Oumtounsy International Airport,18.31,-15.9697222,9,MR,Nouakchott,yes,,Mauritania
ATR,medium_airport,Atar International Airport,20.506799697876,-13.0431995391846,734,MR,Atar,no,,Mauritania
NDB,medium_airport,Nouadhibou International Airport,20.9330997467041,-17.0300006866455,24,MR,Nouadhibou,yes,,Mauritania
CKY,medium_airport,Conakry International Airport,9.57689,-13.612,72,GN,Conakry,yes,,Guinea
SID,large_airport,Amílcar Cabral International Airport,16.7414,-22.9494,177,CV,Espargos,yes,,Cape Verde
BVC,medium_airport,Rabil Airport,16.1364994049072,-22.8889007568359,69,CV,Rabil,yes,,Cape Verde
MMO,medium_airport,Maio Airport,15.1559000015259,-23.2136993408203,36,CV,Vila do Maio,yes,,Cape Verde
RAI,medium_airport,Praia International Airport,14.9245004653931,-23.4934997558594,230,CV,Praia,yes,,Cape Verde
SNE,medium_airport,Preguiça Airport,16.588399887085,-24.2847003936768,669,CV,Preguiça,yes,,Cape Verde
VXE,medium_airport,São Pedro Airport,16.8332,-25.0553,66,CV,São Pedro,yes,,Cape Verde
ADD,large_airport,Addis Ababa Bole International Airport,8.97789001465,38.7993011475,7630,ET,Addis Ababa,yes,,Ethiopia
AMH,medium_airport,Arba Minch Airport,6.03939008712769,37.5904998779297,3901,ET,,yes,,Ethiopia
AXU,medium_airport,Axum Airport,14.1468000411987,38.7728004455566,6959,ET,,yes,,Ethiopia
BJR,medium_airport,Bahir Dar Airport,11.608099937439,37.3216018676758,5978,ET,Bahir Dar,yes,,Ethiopia
DIR,medium_airport,Aba Tenna Dejazmach Yilma International Airport,9.62469959259033,41.8541984558105,3827,ET,Dire Dawa,yes,,Ethiopia
GMB,medium_airport,Gambella Airport,8.12876033782959,34.5630989074707,1614,ET,Gambela,yes,,Ethiopia
GDQ,medium_airport,Gonder Airport,12.5199003219604,37.4339981079102,6449,ET,Gondar,yes,,Ethiopia
GDE,medium_airport,Gode Airport,5.93513011932,43.5786018372,834,ET,Gode,yes,,Ethiopia
QHR,medium_airport,Harar Meda Airport,8.7163,39.0059,6201,ET,Debre Zeyit,no,,Ethiopia
JIJ,medium_airport,Wilwal International Airport,9.3325,42.9121,5954,ET,Jijiga,yes,,Ethiopia
JIM,medium_airport,Jimma Airport,7.66609001159668,36.8166007995605,5500,ET,Jimma,yes,,Ethiopia
AWA,medium_airport,Awasa Airport,7.095,38.398333,5450,ET,Awasa,no,,Ethiopia
MQX,medium_airport,Mekele Airport,13.467399597168,39.5335006713867,7396,ET,,no,,Ethiopia
ASO,medium_airport,Asosa Airport,10.018500328064,34.5862998962402,5100,ET,Asosa,yes,,Ethiopia
BJM,medium_airport,Bujumbura Melchior Ndadaye International Airport,-3.32402,29.318501,2582,BI,Bujumbura,yes,,Burundi
HGA,large_airport,Egal International Airport,9.513207,44.082389,4471,SO,Hargeisa,yes,,Somalia
BBO,medium_airport,Berbera Airport,10.385035,44.936723,30,SO,Berbera,yes,,Somalia
KMU,medium_airport,Kismayo Airport,-0.377353,42.459202,49,SO,Kismayo,no,,Somalia
MGQ,medium_airport,Aden Adde International Airport,2.01444005966186,45.3046989440918,29,SO,Mogadishu,yes,,Somalia
JIB,medium_airport,Djibouti-Ambouli Airport,11.5473003387451,43.1595001220703,49,DJ,Djibouti City,yes,,Djibouti
DBB,medium_airport,El Alamein International Airport,30.9244995117187,28.4613990783691,143,EG,El Alamein,no,,Egypt
AAC,medium_airport,El Arish International Airport,31.073299408,33.8358001709,121,EG,El Arish,yes,,Egypt
ATZ,medium_airport,Asyut International Airport,27.050823,31.016303,748,EG,Asyut,yes,,Egypt
ALY,medium_airport,El Nuzha Airport,31.192333,29.953081,-6,EG,Alexandria,yes,,Egypt
HBE,medium_airport,Borg El Arab International Airport,30.9176998138428,29.6963996887207,177,EG,Alexandria,yes,,Egypt
ABS,medium_airport,Abu Simbel Airport,22.3759994507,31.611700058,616,EG,Abu Simbel,yes,,Egypt
CAI,large_airport,Cairo International Airport,30.1219005584717,31.4055995941162,382,EG,Cairo,yes,,Egypt
CCE,medium_airport,Capital International Airport,30.074293,31.84296,761,EG,New Administrative Capital,no,,Egypt
HRG,large_airport,Hurghada International Airport,27.180325,33.807292,32,EG,Hurghada,yes,,Egypt
EGH,medium_airport,El Gora Airport,31.072783,34.13229,324,EG,El Gora,no,,Egypt
LXR,medium_airport,Luxor International Airport,25.674629,32.700012,276,EG,Luxor,yes,,Egypt
RMF,medium_airport,Marsa Alam International Airport,25.557100296,34.5836982727,251,EG,Marsa Alam,yes,,Egypt
HMB,medium_airport,Sohag International Airport,26.342778,31.742778,310,EG,Sohag,yes,,Egypt
MUH,medium_airport,Marsa Matruh Airport,31.325399,27.221701,94,EG,Marsa Matruh,yes,,Egypt
PSD,medium_airport,Port Said Airport,31.2793998718262,32.2400016784668,8,EG,Port Said,no,,Egypt
SKV,medium_airport,Saint Catherine International Airport,28.682729,34.060503,4402,EG,Saint Catherine,no,,Egypt
SSH,large_airport,Sharm El Sheikh International Airport,27.977301,34.395,143,EG,Sharm el-Sheikh,yes,,Egypt
ASW,medium_airport,Aswan International Airport,23.9643993378,32.8199996948,662,EG,Aswan,yes,,Egypt
SPX,medium_airport,Sphinx International Airport,30.108148,30.89569,553,EG,Giza,no,,Egypt
TCP,medium_airport,Taba International Airport,29.587799,34.778099,2415,EG,Taba,yes,,Egypt
ASM,medium_airport,Asmara International Airport,15.2918996810913,38.910701751709,7661,ER,Asmara,yes,,Eritrea
MSW,medium_airport,Massawa International Airport,15.6700000762939,39.3700981140137,194,ER,Massawa,yes,,Eritrea
ASA,medium_airport,Assab International Airport,13.0718002319336,42.6450004577637,46,ER,Asab,yes,,Eritrea
ASV,medium_airport,Amboseli Airport,-2.64505004882812,37.253101348877,3755,KE,Amboseli National Park,yes,,Kenya
EDL,medium_airport,Eldoret International Airport,0.404457986354828,35.238899230957,6941,KE,Eldoret,yes,,Kenya
NBO,large_airport,Jomo Kenyatta International Airport,-1.31923997402,36.9277992249,5330,KE,Nairobi,yes,,Kenya
KIS,medium_airport,Kisumu Airport,-0.0861390009522438,34.7289009094238,3734,KE,Kisumu,yes,,Kenya
KTL,medium_airport,Kitale Airport,0.97198897600174,34.9585990905762,6070,KE,Kitale,no,,Kenya
LKG,medium_airport,Lokichoggio Airport,4.20412015914917,34.348201751709,2074,KE,Lokichoggio,yes,,Kenya
LOK,medium_airport,Lodwar Airport,3.1219699382782,35.608699798584,1715,KE,Lodwar,no,,Kenya
LAU,medium_airport,Manda Airstrip,-2.25241994857788,40.9131011962891,20,KE,Lamu,yes,,Kenya
MYD,medium_airport,Malindi Airport,-3.22931003570557,40.1016998291016,80,KE,Malindi,yes,,Kenya
MBA,large_airport,Moi International Airport,-4.03483,39.5942,200,KE,Mombasa,yes,,Kenya
MRE,medium_airport,Mara Serena Lodge Airstrip,-1.406111,35.008057,5200,KE,Masai Mara,yes,,Kenya
WIL,medium_airport,Nairobi Wilson Airport,-1.32172000408173,36.8148002624512,5536,KE,Nairobi,yes,,Kenya
NYK,medium_airport,Nanyuki Airport,-0.062399,37.041008,6250,KE,Nanyuki,yes,,Kenya
WJR,medium_airport,Wajir Airport,1.73324,40.091599,770,KE,Wajir,yes,,Kenya
KWY,medium_airport,Kiwayu Airport,-1.96055996417999,41.2975006103516,21,KE,Kiwayu,yes,,Kenya
SRX,medium_airport,Gardabya Airport,31.0634994507,16.5949993134,267,LY,Sirt,yes,,Libya
GHT,medium_airport,Ghat Airport,25.1455993652,10.1426000595,2296,LY,Ghat,yes,,Libya
AKF,medium_airport,Kufra Airport,24.1786994934082,23.3139991760254,1367,LY,Kufra,yes,,Libya
BEN,medium_airport,Benina International Airport,32.0968017578,20.2695007324,433,LY,Benghazi,yes,,Libya
MJI,medium_airport,Mitiga Airport,32.894100189209,13.2760000228882,36,LY,Tripoli,yes,,Libya
LAQ,medium_airport,Al Abraq International Airport,32.7887,21.9643,2157,LY,Al Bayda',yes,,Libya
SEB,medium_airport,Sabha Airport,26.9869995117187,14.4724998474121,1427,LY,Sabha,yes,,Libya
TIP,large_airport,Tripoli International Airport,32.663502,13.159,263,LY,Tripoli,yes,,Libya
LMQ,medium_airport,Marsa Brega Airport,30.3780994415283,19.5764007568359,50,LY,,no,,Libya
LTD,medium_airport,Ghadames East Airport,30.1516990661621,9.71531009674072,1122,LY,Ghadames,yes,,Libya
BCQ,medium_airport,Brak Airport,27.653,14.272,1056,LY,Brak,no,,Libya
GYI,medium_airport,Gisenyi Airport,-1.67719995975494,29.2588996887207,5082,RW,Gisenyi,no,,Rwanda
KGL,large_airport,Kigali International Airport,-1.96863,30.1395,4859,RW,Kigali,yes,,Rwanda
KME,medium_airport,Kamembe Airport,-2.46223998069763,28.9078998565674,5192,RW,Kamembe,yes,,Rwanda
DOG,medium_airport,Dongola Airport,19.1539001465,30.4300994873,772,SD,Dongola,yes,,Sudan
ELF,medium_airport,El Fasher Airport,13.6148996353149,25.3246002197266,2393,SD,El Fasher,yes,,Sudan
KSL,medium_airport,Kassala Airport,15.3874998092651,36.328800201416,1671,SD,Kassala,yes,,Sudan
MWE,medium_airport,Merowe New Airport,18.4433333333,31.8433333333,897,SD,Merowe,no,,Sudan
EBD,medium_airport,El Obeid Airport,13.1532001495361,30.2327003479004,1927,SD,Al-Ubayyid,yes,,Sudan
PZU,medium_airport,Port Sudan New International Airport,19.4335994720459,37.2341003417969,135,SD,Port Sudan,yes,,Sudan
KRT,large_airport,Khartoum International Airport,15.5895,32.5532,1265,SD,Khartoum,yes,,Sudan
HGI,medium_airport,"Paloich Airport, Heliport",10.529167,32.500556,1290,SS,Higleig,no,,South Sudan
JUB,large_airport,Juba International Airport,4.87201023102,31.6011009216,1513,SS,Juba,yes,,South Sudan
MAK,medium_airport,Malakal Airport,9.55897045135498,31.6522006988525,1291,SS,Malakal,yes,,South Sudan
WUU,medium_airport,Wau Airport,7.72583007812,27.9750003815,1529,SS,Wau,yes,,South Sudan
ARK,medium_airport,Arusha Airport,-3.36778998374939,36.63330078125,4550,TZ,Arusha,yes,,Tanzania
DAR,large_airport,Julius Nyerere International Airport,-6.87811,39.202599,182,TZ,Dar es Salaam,yes,,Tanzania
DOD,medium_airport,Dodoma Airport,-6.17044,35.752602,3673,TZ,Dodoma,yes,,Tanzania
MBI,medium_airport,Songwe Airport,-8.919942,33.273981,4412,TZ,Mbeya,yes,,Tanzania
IRI,medium_airport,Iringa Airport,-7.66863012313843,35.7521018981934,4678,TZ,Nduli,no,,Tanzania
JRO,medium_airport,Kilimanjaro International Airport,-3.42941,37.074501,2932,TZ,Arusha,yes,,Tanzania
LKY,medium_airport,Lake Manyara Airport,-3.37631011009216,35.8182983398437,4150,TZ,Lake Manyara National Park,no,,Tanzania
MYW,medium_airport,Mtwara Airport,-10.336204,40.181997,371,TZ,Mtwara,yes,,Tanzania
MWZ,medium_airport,Mwanza Airport,-2.4444899559021,32.9327011108398,3763,TZ,Mwanza,yes,,Tanzania
PMA,medium_airport,Pemba Airport,-5.25726,39.811401,80,TZ,Chake Chake,no,,Tanzania
TGT,medium_airport,Tanga Airport,-5.09236001968384,39.0712013244629,129,TZ,Tanga,yes,,Tanzania
ZNZ,large_airport,Abeid Amani Karume International Airport,-6.22202,39.224899,54,TZ,Zanzibar,yes,,Tanzania
RUA,medium_airport,Arua Airport,3.047222,30.912222,3951,UG,Arua,yes,,Uganda
EBB,large_airport,Entebbe International Airport,0.042386,32.443501,3782,UG,Kampala,yes,,Uganda
ULU,medium_airport,Gulu Airport,2.80556011199951,32.271800994873,3510,UG,Gulu,yes,,Uganda
SRT,medium_airport,Soroti Airport,1.72768998146057,33.6227989196777,3697,UG,Soroti,yes,,Uganda
AAP,large_airport,Aji Pangeran Tumenggung Pranoto International Airport,-0.374448,117.249392,73,ID,Samarinda,yes,,Indonesia
UGU,medium_airport,Bilogai-Sugapa Airport,-3.73956,137.031998,7348,ID,Sugapa-Papua Island,yes,ZGP,Indonesia
UPG,large_airport,Hasanuddin International Airport,-5.06162977218628,119.554000854492,47,ID,Ujung Pandang-Celebes Island,yes,,Indonesia
BIK,medium_airport,Frans Kaisiepo Airport,-1.19001996517181,136.108001708984,46,ID,Biak-Supiori Island,yes,,Indonesia
NBX,medium_airport,Nabire Airport,-3.36818,135.496002,20,ID,Nabire-Papua Island,yes,,Indonesia
TIM,medium_airport,Mozes Kilangin Airport,-4.52828,136.886993,103,ID,Timika-Papua Island,yes,,Indonesia
